filename,width,height,class,xmin,ymin,xmax,ymax
plastic186.jpg,512,384,plastic,1,1,512,384
plastic187.jpg,512,384,plastic,9,86,318,282
plastic188.jpg,512,384,plastic,48,84,364,302
plastic19.jpg,512,384,plastic,142,78,336,268
plastic199.jpg,512,384,plastic,135,10,389,377
plastic2.jpg,512,384,plastic,33,99,493,268
plastic20.jpg,512,384,plastic,75,20,386,352
plastic200.jpg,512,384,plastic,198,92,386,384
plastic201.jpg,512,384,plastic,87,1,471,375
plastic202.jpg,512,384,plastic,63,88,466,272
plastic203.jpg,512,384,plastic,52,1,416,384
plastic209.jpg,512,384,plastic,118,40,427,384
plastic21.jpg,512,384,plastic,69,94,512,313
plastic210.jpg,512,384,plastic,1,1,411,384
plastic211.jpg,512,384,plastic,23,1,470,315
plastic212.jpg,512,384,plastic,76,1,489,381
plastic213.jpg,512,384,plastic,104,21,367,329
plastic214.jpg,512,384,plastic,8,56,512,384
plastic215.jpg,512,384,plastic,137,140,481,384
plastic216.jpg,512,384,plastic,30,3,512,384
plastic217.jpg,512,384,plastic,249,148,512,356
plastic218.jpg,512,384,plastic,23,1,512,341
plastic219.jpg,512,384,plastic,86,37,433,384
plastic22.jpg,512,384,plastic,162,45,424,289
plastic220.jpg,512,384,plastic,105,76,507,334
plastic221.jpg,512,384,plastic,179,42,512,384
plastic222.jpg,512,384,plastic,205,190,464,384
plastic223.jpg,512,384,plastic,89,1,512,384
plastic224.jpg,512,384,plastic,27,23,483,322
plastic225.jpg,512,384,plastic,1,69,512,384
plastic226.jpg,512,384,plastic,2,55,457,356
plastic227.jpg,512,384,plastic,62,7,493,307
plastic228.jpg,512,384,plastic,111,2,437,324
plastic229.jpg,512,384,plastic,158,55,361,263
plastic23.jpg,512,384,plastic,173,104,352,267
plastic230.jpg,512,384,plastic,36,106,404,295
plastic231.jpg,512,384,plastic,1,1,507,312
plastic232.jpg,512,384,plastic,126,105,512,364
plastic233.jpg,512,384,plastic,130,134,385,384
plastic239.jpg,512,384,plastic,62,1,400,257
plastic24.jpg,512,384,plastic,204,1,512,197
plastic240.jpg,512,384,plastic,34,26,441,291
plastic241.jpg,512,384,plastic,1,93,480,312
plastic242.jpg,512,384,plastic,51,102,464,384
plastic243.jpg,512,384,plastic,1,46,512,383
plastic244.jpg,512,384,plastic,1,75,491,370
plastic245.jpg,512,384,plastic,88,30,420,339
plastic246.jpg,512,384,plastic,1,1,512,331
plastic247.jpg,512,384,plastic,90,104,497,384
plastic248.jpg,512,384,plastic,16,5,411,370
plastic249.jpg,512,384,plastic,96,44,375,292
plastic25.jpg,512,384,plastic,1,1,512,384
plastic250.jpg,512,384,plastic,1,1,423,312
plastic251.jpg,512,384,plastic,1,65,485,226
plastic252.jpg,512,384,plastic,79,116,468,384
plastic253.jpg,512,384,plastic,43,1,408,310
plastic254.jpg,512,384,plastic,8,101,512,384
plastic255.jpg,512,384,plastic,147,35,445,384
plastic256.jpg,512,384,plastic,180,100,367,284
plastic257.jpg,512,384,plastic,1,101,512,293
plastic258.jpg,512,384,plastic,134,16,512,384
plastic259.jpg,512,384,plastic,151,43,416,301
plastic26.jpg,512,384,plastic,178,90,368,265
plastic260.jpg,512,384,plastic,208,40,512,310
plastic261.jpg,512,384,plastic,60,1,404,326
plastic262.jpg,512,384,plastic,154,100,468,384
plastic263.jpg,512,384,plastic,111,1,485,384
plastic264.jpg,512,384,plastic,90,124,512,384
plastic265.jpg,512,384,plastic,145,1,339,253
plastic266.jpg,512,384,plastic,77,82,373,249
plastic267.jpg,512,384,plastic,35,1,512,289
plastic268.jpg,512,384,plastic,1,84,512,384
plastic269.jpg,512,384,plastic,107,107,434,316
plastic27.jpg,512,384,plastic,43,22,461,297
plastic270.jpg,512,384,plastic,135,41,395,298
plastic271.jpg,512,384,plastic,86,97,498,384
plastic272.jpg,512,384,plastic,9,95,512,325
plastic273.jpg,512,384,plastic,73,1,479,357
plastic274.jpg,512,384,plastic,174,46,359,384
plastic275.jpg,512,384,plastic,113,81,411,301
plastic276.jpg,512,384,plastic,160,69,355,384
plastic277.jpg,512,384,plastic,150,1,391,289
plastic278.jpg,512,384,plastic,172,93,399,384
plastic28.jpg,512,384,plastic,129,1,512,384
plastic284.jpg,512,384,plastic,17,1,512,384
plastic285.jpg,512,384,plastic,84,37,507,384
plastic286.jpg,512,384,plastic,72,38,429,384
plastic287.jpg,512,384,plastic,64,95,456,254
plastic288.jpg,512,384,plastic,169,29,427,384
plastic289.jpg,512,384,plastic,140,1,362,384
plastic29.jpg,512,384,plastic,175,14,512,384
plastic290.jpg,512,384,plastic,209,145,465,384
plastic291.jpg,512,384,plastic,1,68,462,312
plastic292.jpg,512,384,plastic,77,53,470,283
plastic293.jpg,512,384,plastic,146,1,451,352
plastic294.jpg,512,384,plastic,184,97,390,291
plastic295.jpg,512,384,plastic,146,75,358,384
plastic296.jpg,512,384,plastic,18,118,512,307
plastic297.jpg,512,384,plastic,1,36,376,383
plastic298.jpg,512,384,plastic,30,64,448,229
plastic299.jpg,512,384,plastic,97,68,389,384
plastic3.jpg,512,384,plastic,97,68,395,293
plastic30.jpg,512,384,plastic,23,2,439,299
plastic300.jpg,512,384,plastic,27,95,464,282
plastic301.jpg,512,384,plastic,141,114,491,384
plastic302.jpg,512,384,plastic,47,125,512,340
plastic303.jpg,512,384,plastic,229,175,392,384
plastic304.jpg,512,384,plastic,1,32,156,384
plastic305.jpg,512,384,plastic,48,1,483,314
plastic306.jpg,512,384,plastic,104,1,409,324
plastic307.jpg,512,384,plastic,122,14,394,293
plastic308.jpg,512,384,plastic,129,51,409,384
plastic309.jpg,512,384,plastic,245,118,512,384
plastic31.jpg,512,384,plastic,161,39,400,278
plastic310.jpg,512,384,plastic,1,1,512,342
plastic311.jpg,512,384,plastic,29,130,393,384
plastic312.jpg,512,384,plastic,104,1,512,384
plastic313.jpg,512,384,plastic,94,62,431,281
plastic314.jpg,512,384,plastic,49,4,396,372
plastic315.jpg,512,384,plastic,113,67,399,286
plastic316.jpg,512,384,plastic,91,122,453,384
plastic317.jpg,512,384,plastic,129,29,424,321
plastic318.jpg,512,384,plastic,52,1,402,340
plastic32.jpg,512,384,plastic,100,1,437,369
plastic324.jpg,512,384,plastic,152,36,483,384
plastic325.jpg,512,384,plastic,115,59,350,384
plastic326.jpg,512,384,plastic,51,47,448,316
plastic327.jpg,512,384,plastic,190,155,402,384
plastic328.jpg,512,384,plastic,95,12,451,371
plastic329.jpg,512,384,plastic,90,1,455,349
plastic33.jpg,512,384,plastic,86,68,375,356
plastic330.jpg,512,384,plastic,42,1,444,384
plastic331.jpg,512,384,plastic,125,113,469,261
plastic332.jpg,512,384,plastic,120,35,461,384
plastic333.jpg,512,384,plastic,89,1,448,350
plastic334.jpg,512,384,plastic,35,45,468,234
plastic335.jpg,512,384,plastic,136,59,495,384
plastic336.jpg,512,384,plastic,142,67,357,255
plastic337.jpg,512,384,plastic,58,1,466,300
plastic338.jpg,512,384,plastic,87,78,219,269
plastic339.jpg,512,384,plastic,80,33,494,384
plastic34.jpg,512,384,plastic,224,1,368,258
plastic340.jpg,512,384,plastic,35,87,490,359
plastic341.jpg,512,384,plastic,151,1,512,289
plastic342.jpg,512,384,plastic,171,58,476,384
plastic343.jpg,512,384,plastic,9,134,512,384
plastic344.jpg,512,384,plastic,1,27,512,384
plastic345.jpg,512,384,plastic,120,71,465,384
plastic346.jpg,512,384,plastic,30,114,456,275
plastic347.jpg,512,384,plastic,113,1,512,384
plastic348.jpg,512,384,plastic,136,66,355,286
plastic349.jpg,512,384,plastic,199,5,512,374
plastic35.jpg,512,384,plastic,194,93,408,304
plastic350.jpg,512,384,plastic,213,40,429,384
plastic351.jpg,512,384,plastic,51,104,480,311
plastic352.jpg,512,384,plastic,1,1,393,384
plastic353.jpg,512,384,plastic,122,102,417,224
plastic354.jpg,512,384,plastic,79,25,512,384
plastic355.jpg,512,384,plastic,87,71,512,384
plastic356.jpg,512,384,plastic,148,1,373,340
plastic357.jpg,512,384,plastic,137,124,459,384
plastic358.jpg,512,384,plastic,30,153,479,304
plastic359.jpg,512,384,plastic,71,126,419,273
plastic36.jpg,512,384,plastic,27,45,475,355
plastic360.jpg,512,384,plastic,101,94,408,256
plastic361.jpg,512,384,plastic,144,116,364,297
plastic362.jpg,512,384,plastic,186,1,512,233
plastic363.jpg,512,384,plastic,107,113,320,297
plastic364.jpg,512,384,plastic,1,3,512,384
plastic365.jpg,512,384,plastic,107,39,476,384
plastic366.jpg,512,384,plastic,48,20,476,384
plastic367.jpg,512,384,plastic,175,1,450,337
plastic368.jpg,512,384,plastic,1,1,512,384
plastic369.jpg,512,384,plastic,94,1,512,384
plastic37.jpg,512,384,plastic,1,48,512,348
plastic370.jpg,512,384,plastic,61,114,458,270
plastic371.jpg,512,384,plastic,120,1,455,384
plastic372.jpg,512,384,plastic,209,1,512,265
plastic373.jpg,512,384,plastic,133,31,458,295
plastic374.jpg,512,384,plastic,70,102,447,236
plastic375.jpg,512,384,plastic,72,135,432,357
plastic376.jpg,512,384,plastic,42,74,477,384
plastic377.jpg,512,384,plastic,116,19,386,292
plastic378.jpg,512,384,plastic,250,18,404,377
plastic379.jpg,512,384,plastic,85,86,456,249
plastic38.jpg,512,384,plastic,129,74,512,384
plastic380.jpg,512,384,plastic,79,98,398,307
plastic381.jpg,512,384,plastic,63,97,454,255
plastic382.jpg,512,384,plastic,14,52,488,252
plastic383.jpg,512,384,plastic,109,127,454,266
plastic384.jpg,512,384,plastic,133,1,424,355
plastic385.jpg,512,384,plastic,146,60,379,291
plastic386.jpg,512,384,plastic,118,102,416,249
plastic387.jpg,512,384,plastic,1,1,493,384
plastic388.jpg,512,384,plastic,1,17,494,384
plastic389.jpg,512,384,plastic,227,101,512,384
plastic39.jpg,512,384,plastic,1,74,512,384
plastic390.jpg,512,384,plastic,1,1,430,384
plastic391.jpg,512,384,plastic,170,24,512,384
plastic392.jpg,512,384,plastic,64,39,384,307
plastic393.jpg,512,384,plastic,30,142,433,287
plastic394.jpg,512,384,plastic,152,1,341,281
plastic395.jpg,512,384,plastic,49,46,499,242
plastic396.jpg,512,384,plastic,1,39,500,384
plastic397.jpg,512,384,plastic,95,100,398,280
plastic398.jpg,512,384,plastic,95,55,376,337
plastic399.jpg,512,384,plastic,155,72,364,281
plastic4.jpg,512,384,plastic,84,48,384,303
plastic40.jpg,512,384,plastic,1,1,432,325
plastic400.jpg,512,384,plastic,62,96,461,384
plastic401.jpg,512,384,plastic,93,134,409,257
plastic402.jpg,512,384,plastic,1,125,432,384
plastic403.jpg,512,384,plastic,72,8,392,384
plastic404.jpg,512,384,plastic,74,30,336,384
plastic405.jpg,512,384,plastic,1,1,512,384
plastic406.jpg,512,384,plastic,134,130,362,384
plastic407.jpg,512,384,plastic,121,1,452,384
plastic408.jpg,512,384,plastic,1,1,512,384
plastic409.jpg,512,384,plastic,99,102,466,284
plastic41.jpg,512,384,plastic,108,46,377,318
plastic410.jpg,512,384,plastic,182,26,512,384
plastic411.jpg,512,384,plastic,190,107,512,368
plastic412.jpg,512,384,plastic,84,89,375,265
plastic413.jpg,512,384,plastic,166,1,418,281
plastic414.jpg,512,384,plastic,62,100,363,384
plastic415.jpg,512,384,plastic,176,142,437,384
plastic416.jpg,512,384,plastic,1,90,461,384
plastic417.jpg,512,384,plastic,51,1,477,323
plastic418.jpg,512,384,plastic,54,84,436,383
plastic419.jpg,512,384,plastic,166,1,395,337
plastic42.jpg,512,384,plastic,108,6,512,346
plastic420.jpg,512,384,plastic,292,79,504,384
plastic421.jpg,512,384,plastic,73,112,424,280
plastic422.jpg,512,384,plastic,18,114,512,384
plastic423.jpg,512,384,plastic,57,1,421,323
plastic424.jpg,512,384,plastic,32,1,512,384
plastic425.jpg,512,384,plastic,102,48,452,336
plastic43.jpg,512,384,plastic,231,110,404,284
plastic430.jpg,512,384,plastic,150,39,512,384
plastic436.jpg,512,384,plastic,1,16,505,375
plastic437.jpg,512,384,plastic,8,84,512,384
plastic438.jpg,512,384,plastic,136,50,512,376
plastic439.jpg,512,384,plastic,204,79,397,384
plastic44.jpg,512,384,plastic,138,12,434,359
plastic440.jpg,512,384,plastic,125,62,496,384
plastic441.jpg,512,384,plastic,79,55,360,317
plastic442.jpg,512,384,plastic,1,1,503,236
plastic443.jpg,512,384,plastic,100,1,469,352
plastic444.jpg,512,384,plastic,184,57,512,384
plastic445.jpg,512,384,plastic,147,134,440,384
plastic446.jpg,512,384,plastic,96,1,397,307
plastic447.jpg,512,384,plastic,102,88,436,237
plastic448.jpg,512,384,plastic,109,124,403,296
plastic449.jpg,512,384,plastic,136,89,402,344
plastic450.jpg,512,384,plastic,29,130,434,297
plastic451.jpg,512,384,plastic,121,97,404,306
plastic452.jpg,512,384,plastic,206,152,386,276
plastic453.jpg,512,384,plastic,92,109,337,320
plastic454.jpg,512,384,plastic,93,84,330,266
plastic455.jpg,512,384,plastic,75,18,477,377
plastic456.jpg,512,384,plastic,29,76,397,384
plastic457.jpg,512,384,plastic,196,1,501,366
plastic458.jpg,512,384,plastic,117,127,351,261
plastic459.jpg,512,384,plastic,102,47,348,370
plastic460.jpg,512,384,plastic,47,86,290,384
plastic461.jpg,512,384,plastic,62,84,327,356
plastic462.jpg,512,384,plastic,86,155,400,339
plastic463.jpg,512,384,plastic,177,140,379,384
plastic464.jpg,512,384,plastic,100,16,451,384
plastic465.jpg,512,384,plastic,147,1,406,295
plastic466.jpg,512,384,plastic,141,132,336,344
plastic467.jpg,512,384,plastic,174,4,360,216
plastic468.jpg,512,384,plastic,30,96,479,266
plastic469.jpg,512,384,plastic,1,79,309,357
plastic470.jpg,512,384,plastic,62,36,367,319
plastic471.jpg,512,384,plastic,74,10,375,353
plastic472.jpg,512,384,plastic,12,76,474,373
plastic473.jpg,512,384,plastic,229,33,415,363
plastic474.jpg,512,384,plastic,113,324,496,384
plastic475.jpg,512,384,plastic,101,94,250,384
plastic476.jpg,512,384,plastic,204,87,277,299
plastic477.jpg,512,384,plastic,101,86,399,286
plastic478.jpg,512,384,plastic,139,32,373,338
plastic479.jpg,512,384,plastic,187,50,353,311
plastic480.jpg,512,384,plastic,209,154,377,384
plastic481.jpg,512,384,plastic,220,179,347,246
plastic482.jpg,512,384,plastic,207,150,295,277
plastic5.jpg,512,384,plastic,162,47,303,307
plastic53.jpg,512,384,plastic,59,25,484,384
plastic54.jpg,512,384,plastic,137,41,418,322
plastic55.jpg,512,384,plastic,1,1,380,383
plastic56.jpg,512,384,plastic,108,18,437,333
plastic57.jpg,512,384,plastic,165,68,493,384
plastic58.jpg,512,384,plastic,194,76,489,384
plastic59.jpg,512,384,plastic,41,1,458,314
plastic6.jpg,512,384,plastic,92,37,336,346
plastic60.jpg,512,384,plastic,41,151,423,287
plastic61.jpg,512,384,plastic,134,43,452,351
plastic62.jpg,512,384,plastic,116,22,400,384
plastic63.jpg,512,384,plastic,120,84,407,371
plastic64.jpg,512,384,plastic,71,44,415,285
plastic65.jpg,512,384,plastic,102,139,335,384
plastic66.jpg,512,384,plastic,22,1,512,319
plastic67.jpg,512,384,plastic,37,61,470,384
plastic68.jpg,512,384,plastic,127,1,512,276
plastic69.jpg,512,384,plastic,15,37,439,274
plastic7.jpg,512,384,plastic,41,91,325,288
plastic70.jpg,512,384,plastic,2,155,440,384
plastic71.jpg,512,384,plastic,36,33,467,313
plastic72.jpg,512,384,plastic,139,28,400,289
plastic73.jpg,512,384,plastic,177,42,345,384
plastic74.jpg,512,384,plastic,102,1,475,384
plastic75.jpg,512,384,plastic,137,1,436,304
plastic76.jpg,512,384,plastic,176,94,401,315
plastic77.jpg,512,384,plastic,145,18,452,326
plastic78.jpg,512,384,plastic,1,70,512,384
plastic79.jpg,512,384,plastic,1,1,454,384
plastic8.jpg,512,384,plastic,134,48,430,334
plastic80.jpg,512,384,plastic,58,77,479,324
plastic81.jpg,512,384,plastic,1,1,395,384
plastic82.jpg,512,384,plastic,52,1,512,384
plastic83.jpg,512,384,plastic,171,1,512,298
plastic84.jpg,512,384,plastic,147,1,512,384
plastic88.jpg,512,384,plastic,108,1,486,384
plastic89.jpg,512,384,plastic,53,53,512,384
plastic9.jpg,512,384,plastic,165,141,330,247
plastic90.jpg,512,384,plastic,147,46,414,316
plastic91.jpg,512,384,plastic,202,34,400,384
plastic92.jpg,512,384,plastic,1,48,512,384
plastic93.jpg,512,384,plastic,133,70,404,384
plastic94.jpg,512,384,plastic,68,121,457,283
plastic95.jpg,512,384,plastic,1,86,512,315
plastic96.jpg,512,384,plastic,116,75,457,278
plastic97.jpg,512,384,plastic,64,54,352,318
plastic98.jpg,512,384,plastic,129,54,373,297
plastic99.jpg,512,384,plastic,61,47,329,277
